,단어,tf-idf,idf
10719,음료,9.115596019471422,6.870625375634031
10720,음료수,4.965539330276394,6.742915850802117
12690,진하다,3.88174870117537,6.018914445419238
761,계피,2.8592500343277707,8.93470563215238
529,건강,2.78024838466994,7.894687507750322
5425,묽다,2.650759774469975,9.0106915391303
10214,요술,2.4180571033104474,6.961302342516867
13711,콩나물,2.323138295148634,10.702367549801373
8430,식당,2.099490363395227,7.375278140292941
2239,내주다,2.081907911575964,7.579373496636455
11774,전혀,1.7792784468123037,6.96810508983962
10731,음식점,1.744140560423875,8.473890428961049
657,겨울,1.7213534877083636,7.542332224956106
12335,주중,1.709363272213026,10.250382426058316
6516,분도,1.6638793912101284,7.34996033230865
9354,어머니,1.627396505608167,7.335071719814899
3058,대신,1.6101455152258057,7.477793703818535
9981,옥,1.6028024250637936,9.429401873988486
9703,여행,1.5978138565192574,7.644331392911228
8482,신맛,1.5955142450961457,6.656813151748705
6319,본연,1.5869424622469062,9.037359786212463
7593,성의,1.5768881430607942,9.390181160835205
2191,낮,1.5724722313590822,9.064758760400577
3875,똑같다,1.5612364993781527,8.537403834683376
11963,제외,1.5510916887973676,10.009220369241428
9100,알코올,1.52009044905405,7.536289910500144
7946,수정과,1.4737643966754979,10.856518229628632
14846,할머니,1.4697685011898214,8.489394615497016
2300,넉넉하다,1.4598902445435873,7.82799613325165
14262,판매,1.4154543722619282,6.737481054816159
569,걸쭉하다,1.4112398933738706,8.170940884378481
5499,미만,1.392034873314008,10.56883615717685
8613,싱겁다,1.375897854602366,8.553933136634587
11766,전통,1.3237565933113673,7.354972874132194
10610,유통기간,1.3220807706138493,9.214290494371541
2819,다행,1.3153986736778462,7.33015770501247
12364,줄,1.2897763555030943,7.00283080121345
13610,커서,1.2887929535832947,8.399782456807328
167,간단하다,1.2845500425794474,7.651065425092572
1426,그립다,1.2561878900259855,9.940227497754478
1216,국밥집,1.2325416990328328,11.261983337736796
3068,대용,1.2272158343296948,8.95939824474275
14668,하니,1.219389860489541,7.644331392911228
128,가지,1.1671670104433733,7.671543956436112
